类别,代码,收盘价,涨跌幅 %,RSI,成交量/均量比,策略评分,评级,是否新出现,基本面评分,估值评分,盈利能力评分,成长性评分,财务健康评分,股息评分,PE比率,PB比率,PS比率,净利润率%,ROE%,ROA%,营收增长%,盈利增长%,流动比率,债务股权比,股息收益率%,派息比率%
股票,DOCN,45.84,1.44,56.6,0.59,128,✅ 买入,否,28.0,5.0,6.0,11.0,4.0,2.0,18.336,,4.85438,29.153000000000002,,5.8720004,15.7,353.7,1.131,,0.0,0.0
股票,ZEUS,33.98,0.21,56.3,0.7,128,✅ 买入,否,23.0,9.0,1.0,2.0,9.0,2.0,29.042736,0.6570119,0.20038053,0.72600003,2.399,2.1189999,4.3999999999999995,-21.7,3.122,49.212,188.0,53.849999999999994
股票,MT,39.47,-1.08,55.6,0.93,128,✅ 买入,否,28.0,12.0,0.0,8.0,6.0,2.0,11.608824,0.55008924,0.5010804,4.231,4.721,1.94,3.0,32.800000000000004,1.386,26.232,139.0,15.439998999999998
股票,BMY,46.65,-4.07,53.8,1.21,128,✅ 买入,否,28.0,7.0,9.0,8.0,4.0,0.0,15.707071,5.119622,2.0610125,12.572,33.777002,9.39,2.8000000000000003,80.9,1.266,274.414,532.0,83.5
股票,PCG,16.49,-0.96,55.6,1.0,128,✅ 买入,否,28.0,12.0,4.0,9.0,1.0,2.0,13.857142,1.1922493,1.4778777,10.491999999999999,8.76,2.394,5.2,37.8,0.941,185.52,61.0,8.4
股票,FOLD,9.48,1.07,68.7,0.55,127,✅ 买入,否,17.0,2.0,1.0,5.0,7.0,2.0,59.25,12.6907625,4.885382,,,2.606,19.5,,2.986,192.177,0.0,0.0
股票,ILMN,120.67,0.62,64.3,0.54,127,✅ 买入,否,22.0,3.0,10.0,2.0,5.0,2.0,27.056053,7.7541447,4.2999945,16.395001,31.202999999999996,9.146,0.4,-77.8,1.425,108.19,0.0,0.0
股票,ROK,377.13,-0.67,58.3,0.99,127,✅ 买入,否,22.0,2.0,9.0,4.0,6.0,1.0,49.233685,11.600788,5.1101837,10.4169995,20.282,7.9169996000000005,13.8,-41.199999999999996,1.135,98.275,146.0,68.32000000000001
股票,WM,209.17,2.28,52.9,1.57,127,✅ 买入,否,22.0,4.0,9.0,4.0,3.0,2.0,32.888363,8.8526325,3.4000847,10.345,29.328,7.051,14.899999999999999,-20.7,0.843,245.399,158.0,50.79
股票,CYTK,66.44,1.4,66.8,1.16,127,✅ 买入,否,12.0,0.0,0.0,6.0,4.0,2.0,,,93.14515,,,,318.1,,6.876,,0.0,0.0
股票,ARVN,10.57,4.45,59.3,1.07,127,✅ 买入,否,17.0,7.0,0.0,0.0,8.0,2.0,,1.3258905,2.1737137,,,,-59.099999999999994,,5.703,1.648,0.0,0.0
股票,TJX,146.08,-0.22,58.6,1.07,127,✅ 买入,否,27.0,4.0,9.0,7.0,5.0,2.0,33.2,18.335634,2.8128483,8.587,59.755002999999995,12.76,6.9,14.6,1.174,147.992,115.99999999999999,35.31
股票,SHO,9.49,0.64,55.3,0.77,127,✅ 买入,否,17.0,8.0,0.0,2.0,7.0,0.0,474.5,1.0738938,1.921445,1.939,0.8909999,1.4090000999999999,1.3,,1.48,47.298,379.0,1800.0
股票,ELS,62.12,0.73,53.6,0.55,127,✅ 买入,否,22.0,2.0,10.0,6.0,4.0,0.0,31.06,6.8671236,8.041703,24.871999,24.115999,5.8569998,0.5,12.9,0.471,182.383,332.0,101.13000000000001
股票,RAVE,2.96,-1.99,55.9,0.75,127,✅ 买入,否,42.0,9.0,12.0,9.0,10.0,2.0,14.8,2.835249,3.4532042,23.119,20.051001,12.8,5.3,25.900000000000002,7.573,3.269,0.0,0.0
股票,SEB,4120.22,2.63,76.1,2.53,127,✅ 买入,否,27.0,12.0,2.0,4.0,7.0,2.0,10.050299,0.7973675,0.40201354,4.044,8.430000399999999,2.299,14.499999999999998,,2.441,38.383,22.0,2.19
股票,CERS,1.62,1.25,55.2,0.83,127,✅ 买入,否,17.0,5.0,0.0,4.0,6.0,2.0,,5.0625,1.562228,,,,14.499999999999998,,1.89,157.845,0.0,0.0
股票,NLY,21.65,-0.6,55.8,0.88,127,✅ 买入,否,27.0,9.0,6.0,12.0,0.0,0.0,9.579646,1.1248506,8.50969,85.565,10.943999999999999,1.3250001,297.90000000000003,2393.7999999999997,0.454,715.168,1293.0,121.68
股票,GOOGL,276.41,-0.78,55.8,0.92,126,✅ 买入,否,36.0,2.0,12.0,11.0,9.0,2.0,27.313242,8.628914,8.728113,32.233003,35.449999999999996,16.275999,15.9,35.3,1.747,11.424,30.0,8.09
股票,WELL,193.82,1.44,74.6,0.9,126,✅ 买入,否,16.0,2.0,2.0,6.0,6.0,0.0,133.66896,3.421178,13.426128,9.693,2.75,2.001,30.599999999999998,-43.7,6.991,46.211,153.0,189.66
股票,AMCR,8.48,-1.17,60.5,0.79,126,✅ 买入,否,21.0,8.0,2.0,6.0,5.0,0.0,28.266665,1.6679778,1.1381948,3.345,7.467,3.543,71.3,-14.399999999999999,1.042,134.68,613.0,169.44001
股票,NUE,147.78,1.35,56.7,0.71,126,✅ 买入,否,31.0,9.0,3.0,10.0,7.0,2.0,20.75562,1.6283401,1.0607764,5.185,9.014,4.5539998,14.499999999999998,150.5,2.774,31.248,149.0,30.9
股票,HALO,70.03,-1.63,58.0,0.74,126,✅ 买入,否,36.0,5.0,12.0,12.0,5.0,2.0,14.774262,16.331623,6.7330184,47.912997000000004,124.49900000000001,21.242,22.1,36.199999999999996,1.587,305.38,0.0,0.0
股票,CRS,330.5,1.78,67.8,0.97,126,✅ 买入,否,31.0,2.0,10.0,8.0,9.0,2.0,40.30488,8.602066,5.690973,14.299000000000001,23.166999,10.299,2.1999999999999997,45.5,4.437,36.846,24.0,9.7799994
股票,PRU,107.16,-0.64,62.6,0.89,126,✅ 买入,否,21.0,12.0,1.0,6.0,1.0,1.0,14.679452,1.1683639,0.6552145,4.537999999999999,8.5,0.26699998,-8.3,223.4,0.841,148.723,504.0,73.29
股票,AXSM,139.69,1.67,64.2,0.74,126,✅ 买入,否,11.0,0.0,0.0,6.0,3.0,2.0,,95.2865,12.546956,,,,63.2,,1.569,296.494,0.0,0.0
股票,LTC,36.07,0.7,57.2,1.13,126,✅ 买入,否,21.0,4.0,3.0,6.0,8.0,0.0,50.09722,1.7824669,7.566265,14.917,3.816,3.6229998,33.1,,21.931,90.617,632.0,316.67001
股票,GOOG,276.98,-0.77,55.9,0.83,126,✅ 买入,否,36.0,2.0,12.0,11.0,9.0,2.0,27.315582,8.6467085,8.728113,32.233003,35.449999999999996,16.275999,15.9,35.3,1.747,11.424,30.0,8.09
股票,NJR,46.62,0.0,58.1,1.15,126,✅ 买入,否,26.0,10.0,7.0,6.0,1.0,2.0,11.370731,2.1072137,2.233012,19.639999,18.030001000000002,4.966,23.0,,0.761,,408.0,43.9
股票,PTCT,75.3,0.47,77.2,0.82,126,✅ 买入,否,26.0,7.0,8.0,3.0,6.0,2.0,8.755814,,3.3980887,42.251998,,25.698999999999998,7.199999999999999,,2.318,,0.0,0.0
股票,MGIC,23.99,0.38,73.7,1.19,125,✅ 买入,否,20.0,5.0,1.0,8.0,5.0,1.0,30.367088,4.224335,2.0844433,6.578,,,11.3,11.1,1.608,32.408,247.00000000000003,71.269995
股票,H,152.3,0.12,57.7,0.51,125,✅ 买入,否,15.0,3.0,1.0,5.0,4.0,2.0,38.55696,4.1654134,4.3263636,,,2.199,15.9,,0.686,165.441,39.0,13.639999999999999
股票,CNI,96.15,-0.48,53.1,0.79,125,✅ 买入,否,30.0,8.0,11.0,5.0,4.0,2.0,18.349237,2.791893,3.5007246,26.851999999999997,22.676,7.771,1.3,6.4,0.602,101.641,265.0,47.660000000000004
股票,LPLA,370.59,-0.5,62.9,0.45,125,✅ 买入,否,25.0,6.0,7.0,6.0,4.0,2.0,34.473488,5.881634,1.9658897,5.494000000000001,21.32,5.558,46.2,,2.546,152.827,32.0,11.18
股票,AUPH,15.35,0.85,71.0,0.8,125,✅ 买入,否,35.0,3.0,11.0,9.0,10.0,2.0,27.410715,5.533526,7.6135883,29.283002000000003,20.653,9.413999,8.4,130.0,5.756,21.383,0.0,0.0
股票,ARR,16.69,0.85,60.5,1.23,125,✅ 买入,否,20.0,4.0,4.0,11.0,1.0,0.0,87.84211,0.8773129,15.989843,55.259997000000006,3.746,0.39399997000000003,126.1,23.1,1.128,781.244,1726.0000000000002,1515.7901000000002
股票,UGI,34.84,-0.34,68.6,0.89,125,✅ 买入,否,20.0,10.0,3.0,2.0,4.0,1.0,18.433863,1.5362908,1.0247887,5.701000199999999,8.732,4.334,1.0,,0.705,142.383,430.99999999999994,79.37000400000001
股票,EPAM,179.02,-0.8,68.5,1.1,125,✅ 买入,否,30.0,7.0,6.0,5.0,10.0,2.0,27.331297,2.6526198,1.8818234,7.014999500000001,10.206999999999999,7.743,19.400000000000002,-19.400000000000002,3.022,4.165,0.0,0.0
股票,A,146.82,-0.05,57.0,0.86,125,✅ 买入,否,30.0,2.0,9.0,9.0,8.0,2.0,34.223778,6.5363727,6.1348524,17.973,19.881001,8.354000000000001,10.100000000000001,21.6,2.248,56.421,68.0,22.900000000000002
股票,CTVA,66.0,-0.3,58.6,0.67,125,✅ 买入,否,25.0,7.0,3.0,4.0,9.0,2.0,26.720648,1.771099,2.5607338,9.187999,6.705,3.805,12.6,,1.578,17.175,109.00000000000001,27.939999999999998
股票,IRT,16.56,0.61,55.4,0.85,124,✅ 买入,否,14.0,5.0,0.0,4.0,5.0,0.0,183.99998,1.1341689,6.084557,3.3619999999999997,0.636,1.39,11.0,-41.0,0.956,63.603,411.00000000000006,733.33
股票,AKR,20.17,0.6,57.9,0.69,124,✅ 买入,否,14.0,5.0,0.0,1.0,8.0,0.0,155.15385,1.1767107,7.2826567,4.5479998,,0.984,-2.4,-57.099999999999994,2.634,72.201,397.0,607.69
股票,EXPD,138.42,-0.01,68.4,0.67,124,✅ 买入,否,29.0,6.0,9.0,3.0,9.0,2.0,22.507317,8.134696,1.6613768,7.571,36.505002,13.852999999999998,-3.5000000000000004,0.6,1.794,24.549,111.00000000000001,24.430001
股票,JCI,118.72,-1.23,58.6,0.72,124,✅ 买入,否,24.0,4.0,5.0,8.0,5.0,2.0,44.969696,5.7931976,3.3334944,13.947000000000001,11.373999999999999,4.3839999999999995,3.1,182.6,0.929,76.27,135.0,57.410000000000004
股票,IHG,128.92,-0.66,58.5,0.78,124,✅ 买入,否,24.0,4.0,6.0,9.0,3.0,2.0,27.31356,,3.7993217,14.648,,14.951999999999998,8.5,41.3,0.792,,134.0,35.5
股票,XPEV,25.01,-5.19,55.2,1.75,124,✅ 买入,否,19.0,8.0,0.0,6.0,3.0,2.0,,0.7842092,0.43079266,,,,125.29999999999998,,1.142,55.858,0.0,0.0
股票,SKT,33.93,0.33,54.2,0.54,124,✅ 买入,否,24.0,2.0,7.0,10.0,5.0,0.0,36.095745,5.5504665,6.7908382,18.743000000000002,16.951999,4.567,10.4,27.3,1.723,232.926,345.0,120.74000000000001
股票,MDT,95.87,-0.28,60.8,1.05,124,✅ 买入,否,24.0,6.0,4.0,5.0,8.0,1.0,26.483427,2.5659761,3.605576,13.626,9.741,4.5689996,8.4,1.3,2.014,59.437,296.0,77.620006
股票,UMH,15.11,-0.46,58.2,1.15,124,✅ 买入,否,19.0,5.0,2.0,4.0,8.0,0.0,188.875,2.135689,5.048548,10.4899995,2.9899999999999998,1.8319999999999999,10.299999999999999,-54.2,10.846,72.898,596.0,1100.0
股票,IFF,65.88,-2.3,57.8,0.88,124,✅ 买入,否,19.0,12.0,0.0,0.0,7.0,0.0,14.290671,1.1856598,1.5596621,,,1.752,-7.9,-31.0,1.444,46.872,243.00000000000003,168.41999
股票,CGEM,8.55,3.39,59.7,1.18,124,✅ 买入,否,14.0,4.0,0.0,0.0,8.0,2.0,,1.11911,,,,,,,10.448,0.263,0.0,0.0
股票,HSIC,71.43,-2.6,61.7,0.84,124,✅ 买入,否,24.0,8.0,2.0,6.0,6.0,2.0,22.533123,2.5198433,0.6674251,3.0220000000000002,8.347999,4.2329997,5.2,7.7,1.396,70.224,0.0,0.0
股票,MITT,7.78,-0.13,61.7,0.48,124,✅ 买入,否,29.0,11.0,5.0,10.0,3.0,0.0,8.365592,0.72744274,2.8204255,56.645,9.031,0.6230000400000001,16.0,17.5,9.757,1494.085,1080.0,87.1
股票,AAPL,272.41,-0.2,64.8,0.93,123,✅ 买入,否,28.0,1.0,12.0,9.0,4.0,2.0,36.516087,54.580242,9.691455,26.915001999999998,171.42199,22.964000000000002,7.9,91.2,0.893,152.411,38.0,13.669999999999998
股票,MCD,307.03,-0.18,55.1,1.02,123,✅ 买入,否,18.0,2.0,8.0,4.0,3.0,1.0,26.174767,,8.340101,32.04,,12.968999,3.0,1.6,1.0,,242.0,60.41
股票,RHP,94.63,0.83,63.4,0.6,123,✅ 买入,否,18.0,4.0,7.0,3.0,4.0,0.0,25.034391,7.769932,2.3974204,9.585,22.931999,5.099,7.7,-43.3,1.448,341.619,486.00000000000006,121.69000000000001
股票,WSFS,54.55,0.35,54.9,1.06,123,✅ 买入,否,28.0,11.0,6.0,9.0,0.0,2.0,11.293996,1.0981821,2.9499695,27.582002,10.304,1.3350001,5.8999999999999995,26.8,,,125.0,13.25
股票,AMBC,9.52,0.11,61.4,1.01,123,✅ 买入,否,13.0,8.0,0.0,1.0,2.0,2.0,136.0,0.527161,1.6389916,,,,-4.9,,1.166,,0.0,0.0
股票,F,13.19,-0.68,57.7,0.48,123,✅ 买入,否,28.0,12.0,2.0,9.0,4.0,1.0,11.273504,1.1089624,0.2791007,2.4820002,10.295,0.8330000000000001,9.4,172.70000000000002,1.121,346.673,455.0,64.1
股票,VIPS,19.41,-1.52,57.5,0.95,122,✅ 买入,否,27.0,12.0,7.0,1.0,5.0,2.0,10.379679,0.24692456,0.09169199,6.534,17.43,7.058000000000001,-4.0,-16.6,1.256,17.789,247.00000000000003,26.200000000000003
股票,COMM,16.78,0.3,54.4,0.91,122,✅ 买入,否,27.0,8.0,5.0,6.0,6.0,2.0,14.341882,,0.7015507,17.569000000000003,,6.611000000000001,50.6,,2.254,,0.0,0.0
股票,CBIO,13.02,0.31,56.1,0.49,122,✅ 买入,否,12.0,3.0,0.0,0.0,7.0,2.0,,2.259632,,,,,,,3.62,1.493,0.0,0.0
股票,VZ,41.06,-0.12,55.4,0.89,122,✅ 买入,否,32.0,11.0,7.0,8.0,4.0,2.0,8.754798,1.6481355,1.2607172,14.427999999999999,19.875,5.175,1.5,50.0,0.739,164.799,672.0,58.050000000000004
股票,MAR,285.72,-0.59,61.3,0.84,122,✅ 买入,否,22.0,1.0,7.0,9.0,3.0,2.0,30.107483,,11.220884,37.984002,,9.641,5.6000000000000005,28.999999999999996,0.467,,94.0,27.43
股票,KR,66.71,1.12,54.1,0.88,122,✅ 买入,否,27.0,8.0,6.0,8.0,3.0,2.0,16.93147,5.4068727,0.3007297,1.8550001,25.049,5.5329999999999995,0.1,42.199999999999996,0.946,271.402,210.0,32.490003
股票,YUM,149.02,-0.47,55.7,0.89,122,✅ 买入,否,22.0,3.0,7.0,5.0,5.0,2.0,29.048733,,5.157295,17.951,,24.031,8.4,4.3999999999999995,1.694,,191.0,54.580003
股票,SJM,109.14,-1.05,60.4,1.16,122,✅ 买入,否,17.0,11.0,1.0,1.0,4.0,0.0,10.364673,1.9648933,1.350352,,,4.463,-0.6,,0.813,137.159,403.0,86.06
股票,CALM,90.47,-1.2,47.1,0.69,122,✅ 买入,否,42.0,11.0,12.0,11.0,6.0,2.0,3.4782777,1.6270704,1.0096605,28.858998000000003,55.108000000000004,35.979,17.4,34.599999999999994,6.841,,958.0,31.990000000000002
股票,STLD,155.41,0.53,56.2,0.76,122,✅ 买入,否,32.0,8.0,5.0,10.0,7.0,2.0,20.584106,2.5251443,1.2869692,6.39,12.550999,5.547,11.200000000000001,33.7,3.107,42.166,129.0,25.959998000000002
股票,TCOM,72.03,-3.34,49.7,1.51,121,✅ 买入,否,36.0,11.0,7.0,11.0,5.0,2.0,19.78846,0.3202287,0.85072154,31.497999999999998,12.964999999999998,3.7409999999999997,16.2,25.1,1.332,26.547,42.0,8.41
股票,GLOB,61.07,-2.82,51.2,1.83,121,✅ 买入,否,21.0,10.0,1.0,2.0,6.0,2.0,24.92653,1.2501279,1.1140671,4.0149998,4.7859997000000005,3.968,0.4,-25.5,1.934,21.127,0.0,0.0
股票,HCA,472.65,-0.13,64.0,0.7,121,✅ 买入,否,26.0,7.0,5.0,9.0,3.0,2.0,18.284332,,1.4521542,8.53,,12.198,9.6,42.6,0.854,,61.0,10.9
股票,OMCL,35.12,-1.24,59.8,0.65,121,✅ 买入,否,21.0,8.0,0.0,3.0,8.0,2.0,81.674416,1.2908916,1.3538193,1.691,1.625,0.54400004,10.0,-35.9,1.445,16.937,0.0,0.0
股票,RIG,4.01,0.0,60.4,0.52,121,✅ 买入,否,21.0,9.0,1.0,3.0,6.0,2.0,28.642859,0.54654497,1.1401082,,,2.1860002,8.4,,1.081,77.012,0.0,0.0
股票,MS,163.86,-1.06,52.4,1.33,121,✅ 买入,否,31.0,8.0,7.0,11.0,3.0,2.0,16.806154,2.6016543,3.8406222,23.606001,15.135000000000002,1.2449999999999999,19.1,48.9,2.266,420.553,244.0,38.72
股票,LNC,41.04,-0.1,53.5,0.84,121,✅ 买入,否,31.0,12.0,6.0,3.0,8.0,2.0,3.5594103,0.823402,0.42346123,11.451,21.68,0.20600000000000002,9.4,,2.294,74.359,438.99999999999994,15.609999
股票,HURN,165.5,2.31,61.0,1.19,121,✅ 买入,否,31.0,6.0,8.0,10.0,5.0,2.0,27.721945,5.2907515,1.76251,6.6939995,21.197,7.95,16.8,16.3,1.439,131.064,0.0,0.0
股票,ASND,204.4,-0.99,52.5,2.03,120,✅ 买入,否,10.0,0.0,0.0,6.0,2.0,2.0,,,19.509325,,,,269.4,,1.032,,0.0,0.0
股票,SUI,126.82,1.04,53.8,0.52,120,✅ 买入,否,20.0,5.0,5.0,2.0,8.0,0.0,59.5399,2.2442045,4.9884377,31.354,,2.471,2.9000000000000004,-97.1,4.449,62.069,328.0,452.82
股票,VEEV,293.36,0.57,51.7,1.34,120,✅ 买入,否,30.0,0.0,9.0,9.0,10.0,2.0,60.23819,7.2418475,16.199642,27.287,13.701000999999998,7.239999599999999,16.7,14.399999999999999,5.573,1.287,0.0,0.0
股票,MMM,167.58,-1.78,57.2,0.79,120,✅ 买入,否,20.0,4.0,9.0,2.0,3.0,2.0,26.727274,19.235538,3.651062,13.700000000000001,72.920996,7.971,3.5000000000000004,-37.5,1.842,281.904,174.0,46.089999999999996
股票,VTR,78.0,0.98,77.1,0.98,120,✅ 买入,否,20.0,3.0,1.0,12.0,4.0,0.0,147.16982,2.9620628,6.608741,4.2930003,2.1559998,2.1370001,21.8,201.6,0.524,100.11,246.0,356.59999999999997
